IUPAC,Galectin-3 (20ug/ml) Slide:13619,Gal-3C (0.5ug/ml) Slide:15163,Gal-3C (2ug/ml) Slide:15156,Gal-3C (5ug/ml) Slide:15161,Gal-3C (20ug/ml) Slide:15157,Gal-3C (50ug/ml) Slide:15162,binding
KDN(a2-3)Gal(b1-3)GalNAc(a1-Sp14,16.80885,37.665,16.418825,24.41445,13.71175,21.1532,low
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,8.79925,30.60455,8.77395,14.0295,31.507225,47.394175,low
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,17.433875,34.50805,22.89955,30.2223,154.843775,268.026825,low
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,10.264825,32.994625,16.322025,23.348775,26.3216,42.0138,low
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,25.24385,15.721175,157.601175,710.17085,2225.6705,5818.4168,medium
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.138025,3.807825,16.654725,6.74455,17.292275,36.076575,low
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,9.30415,15.118,23.60245,25.770175,15.856375,30.4883,low
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-Sp21,9.108875,7.2041,1.713725,9.630875,17.2891,10.3386,low
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,6.535875,11.920625,1.1636,19.4948,0.357025,14.269325,low
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21,8.404425,15.91515,10.6492,15.535275,29.1913,28.5779,low
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,7.6211,7.014925,30.72045,18.51955,77.797275,78.770375,low
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,14.153725,16.352775,331.883825,641.523775,4200.284825,6247.926525,medium
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,152.709225,26.960775,965.250125,1868.4632,7733.771775,12479.4807,medium
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,8.92175,19.0698,13.68255,27.12365,7.858225,41.381275,low
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,12.395825,13.5258,17.8966,43.45945,136.0518,677.981125,low
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,42.037875,10.02245,89.6927,311.484275,1103.3348,3337.7946,medium
Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,6.732575,22.425225,17.1107,28.395575,23.19995,35.03045,low
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)GalNAc(b1-Sp14,13.5804,11.831,11.022225,14.58945,21.2708,27.459025,low
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)GalNAc(b1-Sp14,4.227025,17.212775,15.52045,13.483375,12.17905,20.56035,low
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,18.61875,44.621825,46.9141,50.67825,44.425475,60.609,low
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.987625,40.6987,32.1523,17.33445,15.872575,24.238875,low
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,10.179575,14.964025,29.175275,30.046725,61.038275,150.796025,low
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,23.706925,21.208675,202.58725,682.088525,1395.219425,5752.23855,medium
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp0,3.3894,8.37935,69.27135,72.277775,586.646475,1289.91995,low
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21 ,8.21385,0.79585,19.96145,13.846175,23.0612,29.25735,low
Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21,14.209025,12.170625,10.013125,26.190525,22.935175,24.995875,low
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21,5.953575,3.17835,15.3497,15.68895,21.626675,16.2293,low
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21 ,2.513175,5.5911,12.08425,19.111675,41.121475,34.179725,low
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,13.8471,17.61115,13.05395,9.912175,141.1274,209.132,low
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,13.2803,9.87855,12.366025,20.36805,12.89035,19.3452,low
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,0.815775,14.072,30.880375,16.714875,23.969625,19.69925,low
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,9.017025,6.2896,11.438075,43.49265,70.98605,335.2006,low
Gal(b1-3)GlcNAc(b1-3)GalNAc(a1-Sp14,3.91945,21.0632,10.36445,15.79325,31.815425,12.5723,low
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,5.86735,48.5184,34.1058,52.775275,38.329575,63.6623,low
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,7.00275,17.576875,28.899125,29.162375,63.19135,199.86445,low
Gal(a1-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,18.69675,19.765225,18.01525,37.410625,18.85635,39.19835,low
Gal(a1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,18.612875,25.091975,16.56475,9.808825,16.807075,56.72625,low
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,11.31725,19.90305,1.1776,16.476175,25.27115,10.152825,low
GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,9.688925,16.426975,6.565675,14.476375,18.393325,34.92075,low
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,13.10045,11.860375,12.943625,21.753,13.062525,28.761325,low
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)GalNAc(a1-Sp14,7.331075,25.7786,21.3661,13.302525,21.0618,37.2502,low
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,11.82095,18.6488,20.114425,51.186475,34.134675,30.003825,low
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,1.235575,27.998075,20.639375,29.33225,15.50905,26.52185,low
GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,5.31505,22.708575,13.553525,13.333175,17.657275,24.730475,low
Gal(a1-4)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-4)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,9.5343,15.3488,10.81385,20.867575,8.7377,35.8045,low
Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,4.03105,29.390425,34.285175,21.196525,28.563975,43.2248,low
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,4.775125,9.99,14.173925,29.87305,65.397475,72.541975,low
Gal(b1-3)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,13.815275,19.381675,23.1246,8.092,24.799825,30.192325,low
Gal(b1-3)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,4.6817,18.568275,12.384725,7.77535,25.083275,26.093875,low
GalNAc(b1-3)Gal(a1-6)Gal(b1-4)Glc(b1-Sp8,25.755925,8.408075,14.660275,14.837075,25.348775,18.7271,low
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp21,-1.83355,10.91415,8.471775,14.5893,14.37475,22.771675,low
Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-6)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21,6.4011,12.59125,18.347525,16.5182,26.455175,27.70965,low
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,6.748575,13.1793,11.528375,20.99365,16.46425,27.633,low
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,12.230125,21.039775,12.620125,24.228075,18.57105,21.516425,low
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,13.22755,9.36315,214.53365,1017.568825,1661.9822,5409.7891,medium
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,16.91035,11.1428,51.533525,135.5081,339.61385,1025.1315,low
GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,5.613875,17.5929,10.83605,28.3063,15.228425,17.784225,low
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,11.359475,25.5056,33.511625,59.0443,38.521625,18.9026,low
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(b1-Sp14,4.038425,15.969475,28.161475,46.7003,27.492325,23.772325,low
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(b1-Sp14,8.0947,524.5328,462.134525,556.889575,522.318775,477.717775,medium
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,9.677175,27.5314,15.745775,11.183375,9.4642,46.40905,low
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,5.3752,11.500975,14.0756,12.862025,14.708175,45.9699,low
GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,8.21615,16.236675,7.8551,24.051775,4.769575,14.37065,low
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)GalNAc(b1-Sp14,3.6852,16.96345,9.9021,25.403075,39.32385,40.779625,low
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-3)GalNAc(b1-Sp14,8.2012,15.173775,18.389475,122.244625,342.744075,846.036075,low
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-3)GalNAc(b1-Sp14,10.7707,25.60955,26.312225,27.68755,88.9634,132.988,low
Gal(a1-3)Gal(b1-3)GlcNAc(b1-3)GalNAc(b1-Sp14,10.562325,14.430925,9.348375,29.443225,15.6623,35.82535,low
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,5.25785,24.80765,25.048325,38.304,27.74775,38.708625,low
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,71.73145,26.35595,180.686075,733.54005,1194.03575,4352.420375,medium
Gal(b1-3)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,9.075175,25.83555,25.0338,21.616625,23.1324,52.069875,low
Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21,3.033425,12.6888,10.99255,17.97585,87.4832,297.48165,low
Fuc(a1-3)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21,16.620125,35.9204,45.2251,41.30595,41.253975,65.4602,low
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,5.1767,11.23875,15.848925,17.72945,11.78255,25.75165,low
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,9.41485,15.1729,7.484175,14.337425,19.22445,10.9546,low
GlcNAc(b1-6)[GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,7.284275,5.99095,9.442025,8.36785,6.583225,11.207925,low
GlcNAc(b1-6)[GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,11.52205,13.42685,4.351175,8.47775,14.4201,3.998275,low
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,-0.27875,9.7852,11.05015,9.62665,35.12325,34.391075,low
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,15.2107,6.0578,12.8056,13.830175,62.01475,53.268825,low
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,6.341925,10.475925,9.0682,27.393275,47.4094,38.0738,low
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,4.272025,9.81595,21.357775,20.971125,106.91105,124.333725,low
Gal(b1-4)Gal(b1-Sp10,7.018725,6.4291,10.1633,17.32205,12.602225,15.732725,low
Gal(b1-6)Gal(b1-Sp10,9.710325,7.028025,14.1372,24.90545,8.46445,18.6898,low
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-Sp8,2.68435,12.61775,12.16695,11.877425,30.500675,29.53325,low
GalNAc(b1-6)GalNAc(b1-Sp8,7.633325,20.185025,13.229025,30.877025,20.87455,19.670475,low
(6S)Gal(b1-3)GlcNAc(b1-Sp0,5.616075,23.309225,14.8693,29.5021,25.108875,46.461,low
(6S)Gal(b1-3)(6S)GlcNAc(1-Sp0,4.824,17.61885,9.1656,17.5689,22.1374,12.272325,low
Fuc(a1-2)Gal(b1-4) GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,24.089375,10.26595,19.183375,18.685575,25.6683,31.400325,low
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,19.06395,20.174425,29.02695,33.245325,17.4469,88.7407,low
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)GalNAc(b1-Sp14,20.675825,33.359925,12.7943,50.567275,30.18285,47.879125,low
Gal(b1-4)GlcNAc(b1-2)Man(a1-Sp0,5.389175,19.77665,21.290425,29.1646,25.25555,32.219675,low
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]GalNAc(b1-Sp14,11.0567,6.7735,9.068625,18.390075,41.64215,63.25325,low
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)]GalNAc(b1-Sp14,40.185725,35.431,376.164375,934.412675,1829.640925,8301.508875,medium
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)]GalNAc(b1-Sp14,16.558575,17.86395,55.234975,447.627375,570.716175,4369.6287,medium
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,2.060125,23.111375,18.38965,21.179225,32.042225,47.57035,low
GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp0,5.022,16.42335,32.103225,32.6646,26.713825,33.59835,low
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,14.82355,24.896225,38.85935,128.281825,332.95285,1818.950525,low
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,6.818825,18.334475,26.171375,48.8626,62.5797,315.546125,low
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21,11.36665,17.435825,12.91385,17.6027,30.2457,28.17675,low
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,7.178675,16.965625,20.22795,14.36155,27.11505,29.403,low
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,6.870025,21.54455,31.790975,27.29385,57.9195,44.95635,low
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,7.162375,6.958875,10.55275,11.7097,24.9125,42.367625,low
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,9.6739,3.3701,17.297275,41.5783,122.9716,218.42995,low
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,6.53465,7.4333,17.267975,9.3575,43.826475,58.9748,low
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,12.722075,7.6751,22.573975,28.649375,109.141625,252.961875,low
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,0.7266,18.073075,6.611925,13.43745,34.00315,34.578325,low
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4)Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,24.5127,12.49445,27.1055,11.9498,9.99615,41.721125,low
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,8.663225,8.151625,21.46755,13.5638,7.56805,32.244225,low
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,4.420175,19.5348,22.7335,13.478725,18.58565,23.681475,low
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-Sp8,12.831725,21.568925,22.750225,25.397675,15.655975,35.1261,low
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(b1-Sp8,20.437325,25.230825,23.0336,37.1464,26.457975,33.973675,low
Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(b1-Sp10,8.1329,19.152775,20.62805,34.706225,13.14065,19.221325,low
Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(b1-Sp10,11.772675,18.8661,14.6332,27.719575,25.38615,50.712175,low
